rating,date,skinType,skinTone,skinTrouble,repurchase,content
5,2026.05.17,민감성,겨울쿨톤,트러블,FALSE,"귀찮은 날엔 이것만 발라도 수분감을 잘 채워주고요
봄에 딱 바르기 좋은 수분크림입니다"
5,2026.05.17,복합성,웜톤,"트러블, 블랙헤드",FALSE,엥 갑자기 사고보니까 수지가 모델이됐네요 아누아 얼마나 잘되고 싶은건지 감도안옴 근데 일단 쓰고는 있는데 큰 효과는 모르겠음
5,2026.05.16,중성,가을웜톤,"모공, 다크서클",FALSE,적당히 수분으 잡아주고 무겁지도 너뮤 가볍지도않은 제형이라서 피부에 잘 먹어여
5,2026.05.11,지성,봄웜톤,"미백, 트러블",TRUE,여름엔 너무 무겁구 겨울에 히터 빵빵하고 그럴때 너무 건조하자나요 그때 딱이에요 그리고 코옆 사이에다가 듬뿍 올려놓고 자면 블랙헤드랑 요철 싹 사라져여
5,2026.05.11,복합성,가을웜톤,잡티,FALSE,"여러 수분크림 다 돌아봤지만 결국 이걸로 돌아오네요 
겨울에는 항상 장벽크림 발랐었는데 이번에 여름도 다가오니 또 재구매했습니다."
3,2026.05.09,건성,겨울쿨톤,트러블,FALSE,"그냥 무난무난한 것 같습니다! 
촉촉하고,, 딱히 막 엄청 인생템 느낌은 아니라서 재구매는 안 할 것 같아요"
5,2026.05.06,복합성,여름쿨톤,"잡티, 미백",FALSE,아리으내배으대리트네개두태추대헤미브케케즈개래지두태
5,2026.05.05,민감성,겨울쿨톤,"잡티, 미백",FALSE,주름제품으로 규래 !! 구매 사용중이네영 !! 괜찮나요 목이랑미나팔자에ㅜ바르고잇앙영
4,2026.05.05,,,,FALSE,선물한거라 직접 써보진 못했지만 워낙 올해 피디알엔으로 유명해서!
5,2026.05.04,복합성,웜톤,"잡티, 트러블",TRUE,잘 쓰고 있어요 마지막에 잘 안나와서 잘라서 쓰고 있는데 수부지 피부에 잘 썼어요!
5,2026.05.03,,,,FALSE,드라이기 할 때 항상 이 팩 얼굴에 붙이고 머리 말림 굿굿 나중에 또 살게용
5,2026.05.01,,,,TRUE,배송도 빠르고  복합성 피부인 저한테 너무 잘맞아요. 촉촉하고 발림성도 좋아요
1,2026.04.30,,,,FALSE,"ㅜㅠㅠㅠㅜ이런
바르자마자 트러블 올라옴…왜 샀지
너무 후회돼요"
5,2026.04.26,,,,FALSE,"Loved it....
Will purchase again...."
5,2026.04.25,,,,FALSE,사용감이 가볍고 흡수도 빨라서 데일리로 쓰기 좋아요. 피부가 한결 부드러워진 느낌이에요
5,2026.04.24,,,,FALSE,"광고보고 구매했어요.
100% 다 믿진않지만 기대해보고 사용해봅니다."
5,2026.04.23,,,,FALSE,촉촉하고 화잘먹피부로 만들어줘서 좋아요 건조한 피부에 광채 원하시는 분들 강추합니다~
5,2026.04.23,,,,FALSE,"발림성도 괜찮은거 같아요 목에 바르고 있는데 순해요
끈적임이 없어요"
5,2026.04.22,,,,FALSE,매일 사용중인데 깔끔하고 좋습니다. 첨 써보는데 재구매할것 같네요
5,2026.04.21,,,,FALSE,"촉촉하고 흡수좋고 오 이런제품이 너무 좋도라구요..
건성피부라 수분을 중요히 하는데  이제품 정말 좋네요"
5,2026.04.21,,,,FALSE,촉촉하다고 엄청 광고해서 사봤어요. 수분감이 느껴지기는 하는데 건성이 겨울이나 봄에 바르기에는 부족한 느낌이에요. 묽은 제형이라 위에 다른 크림 더 바르고 있는데 한여름에..도 하나만 바를 수 있을지는 모르겠어요.
5,2026.04.20,,,,FALSE,피부가 촉촉해지고 부드러워져서 사용 후 만족감이 정말 좋습니다
4,2026.04.20,,,,FALSE,여행가서 사용하려고 용량적고 펌핑이 쉬워 구매했어요! 투출구가 좁아서 얼굴에 직접 짜기 편해요
5,2026.04.18,,,,FALSE,"촉촉함도 좋고, 발림성도 부드럽게 잘 발립니다.
나이트 크림으로 사용하기 좋습니다."
1,2026.04.06,건성,쿨톤,"잡티, 각질",FALSE,"유명한걸로 유명하길래 궁금해서 사봤는데
속건조 개선 1도 안되고, 발림성 생각보다 뻑뻑하고 잘 밀려요.
트러블 안나긴 하지만 굳이 찾아 쓸 템은 아닌 듯
가격도 비싸고 완전 비추"
5,2026.05.12,,,,FALSE,"발림성도 얇게 밀착돼서 좋아요
어머니도 좋다고 하셨음 ! 
입구가 바르기편해거 좋아요"
5,2026.05.11,복합성,,,FALSE,촉촉하고 진정에 좋아요 피부에 자극없고 뒤집어지지도 않아요!
5,2026.05.11,,,,FALSE,기대하고 샀는데 생각보다 더 괜찮아서 요즘 매일 잘 쓰고 있습니다. 배송도 빨랐고 포장 상태도 깔끔해서 전체적으로 만족해요 :)
5,2026.05.07,,,,FALSE,2025년 12월에 엠플살때 미니 크림 쓰고 반해서 본품까지 구매해서 썼는데 역시나 써보니 끊을수가 없어요 너무 좋아요
4,2026.05.06,,,,FALSE,짱 좋아요 매끈하고 이거 쓰면 촉촉해지고 물광?이 나는 것 같아요
5,2026.04.30,복합성,가을웜톤,"트러블, 블랙헤드",FALSE,꾸덕할줄 알았는데 생각보다 깔끔하게 발리고 지속력좋아요 좀오래가긴해요
5,2026.04.29,복합성,겨울쿨톤,"잡티, 미백",FALSE,수분감이 충분해서 건조한 날에 사용하기 좋았습니다. 끈적임 없이 산뜻하게 마무리되면서도 촉촉함이 오래 유지돼 데일리 크림으로 무난해요.
